net,length_um
_13051_,15.54
u_cpu.cpuregs\[0\]\[25\],15.54
u_cpu.cpuregs\[14\]\[23\],15.54
u_cpu.cpuregs\[27\]\[25\],15.54
net2811,15.54
net3876,15.54
_07614_,15.52
_09238_,15.52
_12154_,15.52
_13406_,15.52
_13931_,15.52
u_cpu.cpuregs\[22\]\[31\],15.52
u_cpu.cpuregs\[23\]\[24\],15.52
u_cpu.cpuregs\[28\]\[0\],15.52
u_sram.mem\[28\]\[2\],15.52
net599,15.52
net1036,15.52
net1973,15.52
net3140,15.52
net4111,15.52
_09292_,15.5
u_sram.mem\[9\]\[8\],15.49
_04977_,15.48
_08869_,15.48
_10968_,15.48
u_cpu.cpuregs\[28\]\[20\],15.48
u_sram.mem\[51\]\[16\],15.48
u_sram.mem\[57\]\[24\],15.48
u_sram.w_data_r\[17\],15.48
_06138_,15.46
u_cpu.cpuregs\[13\]\[22\],15.46
u_cpu.cpuregs\[1\]\[21\],15.46
u_cpu.cpuregs\[3\]\[10\],15.46
u_sram.mem\[11\]\[17\],15.46
u_sram.mem\[26\]\[11\],15.46
_04462_,15.44
_05968_,15.44
_13540_,15.44
u_cpu.cpuregs\[3\]\[11\],15.44
u_cpu.reg_out\[26\],15.44
u_sram.mem\[42\]\[13\],15.44
net1415,15.44
net4966,15.44
u_cpu.cpuregs\[5\]\[19\],15.43
_05865_,15.425
net3787,15.425
net4187,15.425
net4404,15.425
_14080_,15.42
u_cpu.cpuregs\[25\]\[3\],15.42
u_cpu.cpuregs\[26\]\[18\],15.42
u_cpu.cpuregs\[2\]\[16\],15.42
u_cpu.cpuregs\[30\]\[9\],15.42
u_cpu.cpuregs\[4\]\[21\],15.42
u_cpu.cpuregs\[8\]\[17\],15.42
u_cpu.cpuregs\[8\]\[19\],15.42
u_cpu.alu_out\[6\],15.405
net4339,15.405
_07052_,15.4
_09283_,15.4
_10337_,15.4
_10792_,15.4
_12169_,15.4
_13922_,15.4
_14027_,15.4
_14399_,15.4
u_cpu.cpuregs\[13\]\[28\],15.4
u_cpu.cpuregs\[14\]\[15\],15.4
u_cpu.cpuregs\[20\]\[7\],15.4
_07669_,15.38
_11024_,15.38
u_cpu.cpuregs\[27\]\[28\],15.38
u_uart.tx_data\[6\],15.38
net4391,15.37
_03725_,15.365
net1853,15.365
_00127_,15.36
_08709_,15.36
_08753_,15.36
_09073_,15.36
_10226_,15.36
_12039_,15.36
u_cpu.cpuregs\[26\]\[8\],15.36
net1397,15.36
_00859_,15.345
net2146,15.345
net2363,15.345
net2418,15.345
_05497_,15.34
_08237_,15.34
_08240_,15.34
_08850_,15.34
_11301_,15.34
u_sram.mem\[23\]\[17\],15.34
u_sram.mem\[28\]\[13\],15.34
net2335,15.34
net3474,15.34
_04574_,15.32
_07694_,15.32
_12975_,15.32
u_sram.mem\[21\]\[26\],15.32
u_sram.mem\[35\]\[31\],15.32
u_sram.mem\[8\]\[13\],15.32
net1340,15.315
u_sram.mem\[9\]\[22\],15.31
net904,15.305
_10073_,15.3
_10543_,15.3
u_cpu.cpuregs\[0\]\[4\],15.3
u_cpu.cpuregs\[23\]\[28\],15.3
u_cpu.cpuregs\[28\]\[14\],15.3
_05430_,15.29
net4580,15.29
_02178_,15.285
_07616_,15.28
_09896_,15.28
_14012_,15.28
u_cpu.cpuregs\[10\]\[9\],15.28
u_cpu.cpuregs\[11\]\[3\],15.28
u_cpu.cpuregs\[5\]\[1\],15.28
u_sram.mem\[26\]\[2\],15.28
u_sram.mem\[28\]\[26\],15.28
u_sram.mem\[29\]\[16\],15.28
net4225,15.28
net4316,15.265
_04835_,15.26
_06075_,15.26
_06076_,15.26
_09648_,15.26
_09994_,15.26
_11228_,15.26
u_cpu.cpuregs\[9\]\[17\],15.26
net1505,15.26
net5153,15.26
_04453_,15.24
_08088_,15.24
_09164_,15.24
_10125_,15.24
_12221_,15.24
u_cpu.cpuregs\[28\]\[24\],15.24
u_interconnect.wr_active,15.24
u_sram.mem\[19\]\[18\],15.24
u_sram.mem\[62\]\[19\],15.24
_05000_,15.22
_05954_,15.22
_11488_,15.22
_11871_,15.22
_12229_,15.22
u_cpu.cpuregs\[28\]\[15\],15.22
u_sram.mem\[55\]\[30\],15.22
u_sram.mem\[57\]\[8\],15.22
net1392,15.22
net396,15.205
net1681,15.205
_01347_,15.2
_06600_,15.2
_06686_,15.2
_13126_,15.2
u_cpu.cpuregs\[12\]\[8\],15.2
u_cpu.cpuregs\[16\]\[25\],15.2
u_sram.mem\[51\]\[8\],15.2
net3557,15.2
net3731,15.2
_10306_,15.18
_10450_,15.18
_13596_,15.18
u_cpu.cpuregs\[10\]\[28\],15.18
u_cpu.cpuregs\[14\]\[11\],15.18
u_cpu.cpuregs\[15\]\[30\],15.18
u_sram.mem\[61\]\[25\],15.18
net3878,15.18
_04426_,15.16
_05283_,15.16
_05833_,15.16
_07033_,15.16
_09532_,15.16
_11594_,15.16
u_cpu.cpuregs\[18\]\[1\],15.16
u_sram.mem\[19\]\[0\],15.16
_06528_,15.14
_06575_,15.14
_09557_,15.14
_09695_,15.14
_14314_,15.14
u_cpu.count_instr\[24\],15.14
u_cpu.cpuregs\[17\]\[19\],15.14
u_cpu.cpuregs\[29\]\[15\],15.14
u_cpu.cpuregs\[31\]\[1\],15.14
net4974,15.14
net4918,15.125
_10401_,15.12
_12068_,15.12
net1967,15.12
net2637,15.12
_06470_,15.1
_08227_,15.1
_10352_,15.1
_10669_,15.1
_11588_,15.1
u_cpu.cpuregs\[28\]\[8\],15.1
u_sram.mem\[38\]\[29\],15.1
u_sram.mem\[7\]\[17\],15.1
_09214_,15.085
net4540,15.085
_08805_,15.08
u_cpu.cpuregs\[22\]\[26\],15.08
net1412,15.08
_13749_,15.065
net1529,15.065
u_cpu.cpuregs\[13\]\[26\],15.06
u_cpu.cpuregs\[14\]\[20\],15.06
u_cpu.cpuregs\[4\]\[4\],15.06
u_cpu.cpuregs\[7\]\[11\],15.06
u_sram.mem\[43\]\[7\],15.06
net180,15.06
net2807,15.04
net3793,15.04
_06140_,15.02
_08957_,15.02
_11862_,15.02
u_sram.mem\[28\]\[10\],15.02
u_sram.mem\[6\]\[20\],15.02
net4516,15.02
_04293_,15
_04311_,15
_04368_,15
_14177_,15
_14578_,15
u_cpu.cpuregs\[6\]\[29\],15
net185,15
net2086,15
net2607,15
_05887_,14.99
_06119_,14.98
_07675_,14.98
net1960,14.98
net2757,14.98
net4845,14.98
_00861_,14.965
_06329_,14.96
_10523_,14.96
_13923_,14.96
_14432_,14.96
u_cpu.cpuregs\[10\]\[24\],14.96
u_cpu.cpuregs\[4\]\[0\],14.96
u_sram.mem\[3\]\[1\],14.96
net2349,14.96
net3912,14.96
net2430,14.95
_05450_,14.94
_07818_,14.94
_08533_,14.94
_10060_,14.94
_13740_,14.94
u_cpu.cpuregs\[19\]\[3\],14.94
u_cpu.cpuregs\[20\]\[22\],14.94
u_cpu.cpuregs\[23\]\[20\],14.94
u_cpu.cpuregs\[2\]\[30\],14.94
net909,14.94
net1887,14.94
net3752,14.94
net3788,14.94
_02974_,14.92
_06294_,14.92
_06427_,14.92
_08360_,14.92
_11574_,14.92
u_cpu.cpuregs\[12\]\[22\],14.92
u_cpu.cpuregs\[15\]\[7\],14.92
u_cpu.cpuregs\[16\]\[20\],14.92
u_cpu.cpuregs\[25\]\[31\],14.92
u_cpu.cpuregs\[26\]\[14\],14.92
u_sram.mem\[40\]\[24\],14.92
net3383,14.92
_04951_,14.9
_05830_,14.9
_06255_,14.9
u_cpu.cpuregs\[24\]\[21\],14.9
u_sram.mem\[24\]\[30\],14.9
u_sram.mem\[51\]\[14\],14.9
_06416_,14.895
net2396,14.885
_06688_,14.88
_08972_,14.88
_09593_,14.88
_10710_,14.88
u_cpu.cpuregs\[10\]\[23\],14.88
u_cpu.cpuregs\[19\]\[29\],14.88
u_sram.mem\[7\]\[18\],14.88
u_sram.mem\[8\]\[21\],14.88
net2400,14.88
net3659,14.88
net3673,14.88
net4240,14.88
_06675_,14.86
_06841_,14.86
_09530_,14.86
_13149_,14.86
u_sram.mem\[17\]\[13\],14.86
u_sram.mem\[19\]\[26\],14.86
u_sram.mem\[35\]\[7\],14.86
u_sram.mem\[4\]\[14\],14.86
net1402,14.86
_05913_,14.84
_08459_,14.84
u_cpu.cpuregs\[19\]\[28\],14.84
u_cpu.cpuregs\[30\]\[17\],14.84
u_sram.mem\[46\]\[31\],14.84
u_sram.mem\[5\]\[7\],14.84
u_sram.mem\[61\]\[29\],14.84
u_sram.mem\[8\]\[27\],14.84
net1163,14.84
net2575,14.84
net3737,14.84
_04376_,14.82
_05508_,14.82
_10460_,14.82
u_cpu.cpuregs\[14\]\[3\],14.82
u_sram.mem\[12\]\[20\],14.82
u_sram.mem\[24\]\[0\],14.82
u_sram.mem\[29\]\[8\],14.82
u_sram.mem\[50\]\[28\],14.82
_07921_,14.8
_08069_,14.8
_10700_,14.8
_12954_,14.8
u_cpu.cpuregs\[14\]\[6\],14.8
u_cpu.cpuregs\[19\]\[15\],14.8
u_cpu.cpuregs\[28\]\[13\],14.8
net63,14.8
net201,14.8
net1895,14.8
_04469_,14.78
_04904_,14.78
_07904_,14.78
_08836_,14.78
_11901_,14.78
_13991_,14.78
u_sram.mem\[26\]\[8\],14.78
u_sram.mem\[57\]\[21\],14.78
net2461,14.78
_05941_,14.76
_12151_,14.76
_14048_,14.76
u_cpu.cpuregs\[22\]\[6\],14.76
u_cpu.cpuregs\[24\]\[9\],14.76
u_cpu.cpuregs\[26\]\[1\],14.76
u_cpu.cpuregs\[28\]\[31\],14.76
u_cpu.cpuregs\[30\]\[19\],14.76
u_cpu.cpuregs\[4\]\[18\],14.76
u_sram.mem\[47\]\[12\],14.76
u_sram.mem\[54\]\[12\],14.76
net969,14.76
net3466,14.76
_04441_,14.74
_09058_,14.74
u_cpu.cpuregs\[12\]\[10\],14.74
u_cpu.cpuregs\[14\]\[19\],14.74
u_cpu.cpuregs\[29\]\[4\],14.74
u_cpu.cpuregs\[7\]\[12\],14.74
u_sram.mem\[35\]\[4\],14.74
_11399_,14.73
_08174_,14.72
_08211_,14.72
_09197_,14.72
_13083_,14.72
_13182_,14.72
_13587_,14.72
_13718_,14.72
u_cpu.cpuregs\[18\]\[27\],14.72
u_cpu.cpuregs\[23\]\[10\],14.72
u_cpu.cpuregs\[2\]\[29\],14.72
u_cpu.cpuregs\[4\]\[17\],14.72
u_sram.mem\[45\]\[3\],14.72
u_sram.mem\[60\]\[21\],14.72
net2690,14.72
net3222,14.72
net3832,14.72
net3839,14.72
_06446_,14.7
u_cpu.cpuregs\[17\]\[22\],14.7
u_cpu.cpuregs\[7\]\[27\],14.7
u_sram.mem\[45\]\[25\],14.7
_03446_,14.68
_05794_,14.68
_06093_,14.68
_06568_,14.68
_11648_,14.68
u_cpu.cpuregs\[25\]\[4\],14.68
u_interconnect.m_axi_awaddr\[29\],14.68
u_sram.mem\[16\]\[21\],14.68
u_sram.mem\[38\]\[31\],14.68
u_sram.mem\[4\]\[17\],14.68
u_uart.rx_buf_data\[5\],14.68
_11130_,14.67
_10689_,14.66
_11600_,14.66
_11987_,14.66
_13595_,14.66
u_sram.mem\[54\]\[27\],14.66
_07359_,14.64
_07859_,14.64
_07897_,14.64
u_cpu.cpuregs\[10\]\[1\],14.64
u_cpu.cpuregs\[14\]\[24\],14.64
u_cpu.cpuregs\[23\]\[9\],14.64
u_cpu.cpuregs\[24\]\[5\],14.64
net1124,14.64
net2530,14.64
net4940,14.64
_00081_,14.63
net2695,14.625
net4110,14.625
net4511,14.625
_06488_,14.62
_10935_,14.62
u_cpu.cpuregs\[2\]\[17\],14.62
net1814,14.62
_05783_,14.6
_06481_,14.6
_06640_,14.6
_07603_,14.6
_13635_,14.6
_14231_,14.6
u_cpu.cpuregs\[13\]\[16\],14.6
u_cpu.cpuregs\[19\]\[8\],14.6
u_cpu.cpuregs\[23\]\[7\],14.6
u_cpu.cpuregs\[26\]\[11\],14.6
_01778_,14.58
_04042_,14.58
_08653_,14.58
_09281_,14.58
_11169_,14.58
u_sram.mem\[45\]\[23\],14.58
net2148,14.58
net2211,14.58
net2260,14.58
net3226,14.57
_07583_,14.56
_08079_,14.56
_09019_,14.56
_09245_,14.56
_10675_,14.56
_13773_,14.56
u_cpu.cpuregs\[10\]\[16\],14.56
u_cpu.cpuregs\[25\]\[25\],14.56
u_cpu.cpuregs\[6\]\[4\],14.56
u_sram.mem\[38\]\[13\],14.56
net2303,14.56
net3584,14.56
net2370,14.545
_06466_,14.54
_07842_,14.54
_09163_,14.54
_11984_,14.54
net4599,14.54
net4824,14.54
net4324,14.525
_06592_,14.52
_06706_,14.52
_10820_,14.52
_14243_,14.52
u_cpu.count_cycle\[12\],14.52
u_sram.mem\[15\]\[11\],14.52
u_sram.mem\[46\]\[10\],14.52
u_sram.mem\[60\]\[31\],14.52
net839,14.505
_02131_,14.5
_12949_,14.5
_14315_,14.5
u_cpu.cpuregs\[11\]\[29\],14.5
u_cpu.cpuregs\[13\]\[11\],14.5
u_cpu.cpuregs\[13\]\[2\],14.5
u_cpu.cpuregs\[4\]\[10\],14.5
u_cpu.cpuregs\[4\]\[7\],14.5
u_sram.mem\[40\]\[27\],14.5
u_sram.mem\[44\]\[8\],14.5
net3412,14.485
_05128_,14.48
_05669_,14.48
_07673_,14.48
_13985_,14.48
u_cpu.count_instr\[4\],14.48
u_cpu.cpuregs\[5\]\[12\],14.48
u_cpu.cpuregs\[7\]\[25\],14.48
u_sram.mem\[2\]\[1\],14.48
u_sram.mem\[6\]\[22\],14.48
u_uart.rx_data_raw\[2\],14.48
net1883,14.48
_04113_,14.47
net4155,14.465
_04349_,14.46
_11643_,14.46
_14202_,14.46
u_cpu.cpuregs\[27\]\[6\],14.46
u_cpu.cpuregs\[30\]\[15\],14.46
u_sram.mem\[12\]\[7\],14.46
_00024_,14.44
_04576_,14.44
_06087_,14.44
_06425_,14.44
_09152_,14.44
u_cpu.mem_rdata_q\[22\],14.44
u_sram.mem\[36\]\[7\],14.44
u_sram.mem\[51\]\[11\],14.44
u_sram.mem\[56\]\[13\],14.44
_04450_,14.425
_04542_,14.42
_07665_,14.42
_09473_,14.42
_11911_,14.42
_13525_,14.42
_13622_,14.42
u_cpu.cpuregs\[19\]\[5\],14.42
u_cpu.cpuregs\[25\]\[11\],14.42
u_cpu.cpuregs\[31\]\[15\],14.42
net1014,14.42
net2620,14.42
_05092_,14.4
_06291_,14.4
_07999_,14.4
_09199_,14.4
_12992_,14.4
_13202_,14.4
u_cpu.cpuregs\[10\]\[10\],14.4
u_sram.mem\[19\]\[27\],14.4
u_sram.mem\[29\]\[12\],14.4
u_sram.mem\[38\]\[15\],14.4
u_sram.mem\[50\]\[1\],14.4
u_sram.mem\[62\]\[10\],14.4
u_sram.mem\[63\]\[13\],14.4
u_sram.mem\[23\]\[19\],14.395
net1050,14.385
net2238,14.385
_10457_,14.38
_11028_,14.38
_13141_,14.38
u_cpu.cpuregs\[10\]\[2\],14.38
u_cpu.cpuregs\[24\]\[19\],14.38
u_sram.mem\[55\]\[28\],14.38
u_sram.mem\[62\]\[25\],14.38
u_cpu.instr_xor,14.365
_04721_,14.36
_11458_,14.36
_14489_,14.36
u_cpu.cpuregs\[19\]\[1\],14.36
u_cpu.cpuregs\[20\]\[31\],14.36
u_sram.mem\[12\]\[16\],14.36
u_sram.mem\[25\]\[8\],14.36
u_sram.mem\[45\]\[14\],14.36
u_sram.mem\[60\]\[15\],14.36
net2175,14.36
net2385,14.36
net2388,14.36
_04765_,14.34
_05184_,14.34
u_sram.mem\[30\]\[9\],14.34
net1453,14.34
net3562,14.34
u_sram.mem\[15\]\[17\],14.335
_08929_,14.33
u_sram.mem\[1\]\[21\],14.325
u_sram.mem\[2\]\[22\],14.325
_09136_,14.32
_10101_,14.32
_10969_,14.32
u_sram.mem\[13\]\[16\],14.32
net3317,14.32
_10537_,14.3
_11675_,14.3
_11721_,14.3
u_sram.mem\[32\]\[12\],14.3
u_sram.mem\[46\]\[22\],14.3
u_sram.mem\[54\]\[19\],14.3
net2309,14.3
net4909,14.3
net1936,14.285
_05006_,14.28
_06738_,14.28
_08802_,14.28
_09182_,14.28
_11093_,14.28
u_cpu.instr_srai,14.28
net3480,14.28
_05339_,14.26
_08478_,14.26
_13705_,14.26
_14173_,14.26
_14342_,14.26
u_cpu.cpuregs\[11\]\[23\],14.26
u_cpu.cpuregs\[12\]\[24\],14.26
u_cpu.cpuregs\[15\]\[18\],14.26
u_cpu.cpuregs\[1\]\[3\],14.26
u_cpu.cpuregs\[22\]\[22\],14.26
u_sram.mem\[38\]\[19\],14.26
u_sram.mem\[44\]\[0\],14.26
_03257_,14.245
net1739,14.245
_05236_,14.24
_08170_,14.24
_12148_,14.24
u_cpu.cpuregs\[13\]\[7\],14.24
net864,14.24
net1868,14.24
net3047,14.24
_10690_,14.23
_04411_,14.22
u_cpu.cpuregs\[15\]\[20\],14.22
net962,14.22
net4268,14.22
net1472,14.215
_05252_,14.2
_08196_,14.2
_08803_,14.2
_11402_,14.2
_13459_,14.2
u_cpu.cpuregs\[7\]\[29\],14.2
u_sram.mem\[37\]\[30\],14.2
net45,14.2
net2765,14.2
u_sram.mem\[1\]\[8\],14.19
_09829_,14.18
_09999_,14.18
u_cpu.cpuregs\[29\]\[11\],14.18
u_cpu.cpuregs\[5\]\[5\],14.18
u_cpu.cpuregs\[8\]\[21\],14.18
u_interconnect.m_axi_araddr\[17\],14.18
u_sram.mem\[32\]\[27\],14.18
u_sram.mem\[38\]\[21\],14.18
u_sram.mem\[4\]\[29\],14.18
net1195,14.18
net1350,14.165
_07071_,14.16
_08123_,14.16
u_cpu.cpuregs\[11\]\[28\],14.16
net1572,14.16
_07604_,14.14
_08327_,14.14
_08935_,14.14
_09160_,14.14
_09519_,14.14
_11244_,14.14
_11457_,14.14
_12919_,14.14
u_cpu.cpuregs\[14\]\[29\],14.14
u_cpu.cpuregs\[16\]\[3\],14.14
u_cpu.cpuregs\[4\]\[26\],14.14
u_sram.mem\[25\]\[25\],14.14
net890,14.14
net4303,14.14
net2169,14.125
_04341_,14.12
_10536_,14.12
net536,14.12
net1251,14.12
net1737,14.12
net3120,14.12
_01770_,14.1
_08341_,14.1
_09814_,14.1
_10453_,14.1
_13190_,14.1
_14205_,14.1
u_cpu.cpuregs\[6\]\[30\],14.1
u_sram.mem\[33\]\[5\],14.1
u_sram.mem\[38\]\[27\],14.1
u_uart.rx_data_raw\[5\],14.1
net3405,14.1
u_sram.mem\[18\]\[8\],14.085
_09031_,14.08
_10439_,14.08
_13873_,14.08
_14353_,14.08
u_cpu.cpuregs\[27\]\[31\],14.08
u_cpu.cpuregs\[6\]\[0\],14.08
u_sram.mem\[33\]\[7\],14.08
u_sram.mem\[35\]\[23\],14.08
net3254,14.08
net5041,14.08
net2069,14.07
_02076_,14.065
net2706,14.065
net4769,14.065
_04876_,14.06
_06714_,14.06
_08281_,14.06
u_sram.mem\[17\]\[25\],14.06
net1610,14.05
net3734,14.045
_06051_,14.04
_07902_,14.04
_11405_,14.04
u_cpu.cpuregs\[22\]\[10\],14.04
u_cpu.cpuregs\[5\]\[0\],14.04
u_sram.mem\[32\]\[17\],14.04
u_sram.mem\[37\]\[22\],14.04
u_sram.mem\[3\]\[22\],14.04
net1683,14.04
net3735,14.04
net3974,14.04
_04545_,14.02
_05738_,14.02
_06808_,14.02
_11895_,14.02
_13569_,14.02
_13653_,14.02
_14157_,14.02
u_cpu.cpuregs\[11\]\[26\],14.02
u_cpu.cpuregs\[16\]\[2\],14.02
u_sram.mem\[40\]\[31\],14.02
net1214,14.02
net2552,14.02
_04553_,14
_09121_,14
_10953_,14
_11342_,14
u_cpu.cpuregs\[26\]\[3\],14
u_uart.u_tx.shift_reg\[6\],14
net1849,14
net3918,14
_05049_,13.98
_06090_,13.98
_09157_,13.98
_10758_,13.98
_11077_,13.98
_11627_,13.98
_13040_,13.98
u_cpu.cpuregs\[3\]\[3\],13.98
u_sram.mem\[29\]\[22\],13.98
u_sram.mem\[32\]\[7\],13.98
u_sram.mem\[47\]\[9\],13.98
u_sram.mem\[52\]\[20\],13.98
net1230,13.98
_05150_,13.96
_09887_,13.96
u_cpu.cpuregs\[23\]\[11\],13.96
u_cpu.cpuregs\[24\]\[11\],13.96
u_cpu.cpuregs\[31\]\[14\],13.96
u_cpu.instr_lw,13.96
u_sram.mem\[55\]\[19\],13.96
net280,13.96
net2803,13.96
net3061,13.96
net3725,13.96
_10472_,13.94
_13085_,13.94
u_cpu.cpuregs\[27\]\[10\],13.94
u_sram.mem\[35\]\[10\],13.94
u_sram.mem\[50\]\[11\],13.94
net2961,13.94
_03375_,13.925
_04936_,13.92
_06079_,13.92
_08511_,13.92
_08819_,13.92
_09500_,13.92
_09754_,13.92
_13536_,13.92
u_cpu.cpuregs\[26\]\[28\],13.92
u_cpu.cpuregs\[2\]\[21\],13.92
net2005,13.92
net2467,13.92
net3860,13.92
_08877_,13.9
_09235_,13.9
_09317_,13.9
_14422_,13.9
u_sram.mem\[14\]\[23\],13.9
u_sram.mem\[3\]\[19\],13.9
u_sram.mem\[45\]\[29\],13.9
u_sram.mem\[48\]\[13\],13.9
net2569,13.9
net1580,13.895
net1875,13.89
_02538_,13.885
_05412_,13.88
_09807_,13.88
_10495_,13.88
_11239_,13.88
_11532_,13.88
_13090_,13.88
_13575_,13.88
_14220_,13.88
_14286_,13.88
u_cpu.cpuregs\[2\]\[6\],13.88
u_sram.mem\[26\]\[13\],13.88
u_sram.mem\[33\]\[19\],13.88
net2161,13.88
net4685,13.88
_04892_,13.86
_06020_,13.86
_08248_,13.86
_08476_,13.86
_11634_,13.86
u_cpu.cpuregs\[18\]\[23\],13.86
u_sram.mem\[30\]\[18\],13.86
u_sram.mem\[4\]\[26\],13.86
net4732,13.86
_05156_,13.84
_11066_,13.84
_11867_,13.84
_13001_,13.84
u_cpu.cpuregs\[11\]\[9\],13.84
u_cpu.cpuregs\[16\]\[28\],13.84
u_cpu.cpuregs\[29\]\[12\],13.84
u_sram.mem\[45\]\[5\],13.84
u_sram.mem\[46\]\[27\],13.84
u_sram.mem\[62\]\[28\],13.84
net422,13.84
net3956,13.84
net639,13.825
net1078,13.825
net4052,13.825
_00891_,13.82
_09256_,13.82
_14539_,13.82
net1901,13.81
_00519_,13.8
_13981_,13.8
u_cpu.cpuregs\[13\]\[10\],13.8
u_cpu.cpuregs\[25\]\[16\],13.8
u_cpu.cpuregs\[27\]\[16\],13.8
u_sram.mem\[38\]\[9\],13.8
net1193,13.8
net1847,13.8
_02756_,13.785
net1582,13.785
_09054_,13.78
_10197_,13.78
u_cpu.cpuregs\[30\]\[8\],13.78
u_cpu.cpuregs\[4\]\[19\],13.78
u_sram.mem\[24\]\[11\],13.78
net1923,13.78
_00250_,13.77
_09397_,13.76
_11968_,13.76
u_cpu.cpuregs\[15\]\[26\],13.76
u_cpu.cpuregs\[7\]\[30\],13.76
u_sram.mem\[45\]\[19\],13.76
_05787_,13.755
net4755,13.745
_05975_,13.74
_06155_,13.74
_07917_,13.74
_08178_,13.74
_12071_,13.74
u_cpu.cpuregs\[22\]\[1\],13.74
net257,13.74
net4454,13.74
net4054,13.725
_06374_,13.72
_08316_,13.72
_08890_,13.72
_13297_,13.72
u_cpu.cpuregs\[13\]\[14\],13.72
u_cpu.cpuregs\[26\]\[13\],13.72
u_sram.mem\[25\]\[1\],13.72
net755,13.72
u_cpu.alu_out\[12\],13.715
u_cpu.cpuregs\[19\]\[13\],13.7
u_sram.mem\[29\]\[1\],13.7
net1071,13.7
net1760,13.7
net2016,13.7
net2237,13.7
_05265_,13.68
_07931_,13.68
_09521_,13.68
_10111_,13.68
u_cpu.cpuregs\[18\]\[13\],13.68
u_cpu.cpuregs\[5\]\[26\],13.68
u_sram.mem\[57\]\[22\],13.68
u_sram.mem\[60\]\[0\],13.68
_01400_,13.665
net3845,13.665
_08964_,13.66
_10702_,13.66
_11490_,13.66
_11586_,13.66
_13097_,13.66
_13407_,13.66
u_cpu.cpu_state\[6\],13.66
u_cpu.cpuregs\[8\]\[28\],13.66
u_interconnect.m_axi_awaddr\[28\],13.66
net2685,13.66
_04323_,13.64
_08347_,13.64
_08467_,13.64
_09517_,13.64
_10384_,13.64
_11726_,13.64
net4244,13.64
u_sram.mem\[19\]\[5\],13.63
_00968_,13.62
_04414_,13.62
_06168_,13.62
_14004_,13.62
u_cpu.cpuregs\[7\]\[9\],13.62
u_sram.mem\[13\]\[21\],13.62
u_sram.mem\[16\]\[4\],13.62
u_sram.mem\[56\]\[5\],13.62
net1485,13.62
net3867,13.62
net4819,13.62
_11897_,13.61
net2648,13.61
_02487_,13.605
_05118_,13.6
_06423_,13.6
_08353_,13.6
_08719_,13.6
_12931_,13.6
_13136_,13.6
u_cpu.cpuregs\[17\]\[23\],13.6
u_cpu.cpuregs\[25\]\[14\],13.6
u_sram.mem\[58\]\[11\],13.6
net1793,13.6
net3996,13.6
net4196,13.595
_06257_,13.59
_04493_,13.58
_04933_,13.58
_09232_,13.58
_10317_,13.58
_10343_,13.58
u_cpu.cpuregs\[8\]\[12\],13.58
u_sram.mem\[17\]\[12\],13.58
u_sram.mem\[33\]\[13\],13.58
u_sram.mem\[42\]\[4\],13.58
u_sram.mem\[6\]\[6\],13.58
net1241,13.58
net4860,13.58
_04304_,13.56
_05199_,13.56
_09072_,13.56
_13707_,13.56
u_cpu.cpuregs\[26\]\[25\],13.56
u_cpu.cpuregs\[29\]\[3\],13.56
u_cpu.cpuregs\[30\]\[20\],13.56
u_cpu.cpuregs\[31\]\[27\],13.56
u_cpu.cpuregs\[7\]\[21\],13.56
net275,13.56
net3671,13.56
net3826,13.56
net4022,13.56
net764,13.545
net1993,13.545
_01050_,13.54
_02155_,13.54
_05489_,13.54
_07237_,13.54
_07695_,13.54
_09006_,13.54
_11339_,13.54
u_cpu.cpuregs\[1\]\[9\],13.54
u_cpu.cpuregs\[22\]\[13\],13.54
net1326,13.54
net1353,13.54
net2909,13.54
_11713_,13.53
_03098_,13.52
_05363_,13.52
_09595_,13.52
_14504_,13.52
_14550_,13.52
net4207,13.52
net4432,13.505
_01047_,13.5
_04562_,13.5
_07336_,13.5
_10491_,13.5
_10893_,13.5
_10923_,13.5
_13532_,13.5
u_cpu.cpuregs\[10\]\[13\],13.5
u_cpu.cpuregs\[22\]\[27\],13.5
u_cpu.cpuregs\[4\]\[15\],13.5
u_cpu.cpuregs\[6\]\[23\],13.5
u_sram.mem\[15\]\[12\],13.5
u_sram.mem\[40\]\[30\],13.5
u_sram.mem\[55\]\[1\],13.5
u_sram.mem\[57\]\[0\],13.5
net7,13.5
net360,13.5
net1026,13.5
net1394,13.5
net4908,13.5
_05043_,13.48
_06728_,13.48
u_cpu.cpuregs\[22\]\[20\],13.48
u_sram.mem\[13\]\[23\],13.48
u_sram.mem\[21\]\[31\],13.48
u_sram.mem\[59\]\[20\],13.48
u_sram.mem\[7\]\[21\],13.48
net672,13.48
net4178,13.48
net695,13.465
_04329_,13.46
_10425_,13.46
u_cpu.cpuregs\[11\]\[21\],13.46
u_sram.mem\[11\]\[13\],13.46
u_sram.mem\[49\]\[29\],13.46
u_sram.mem\[55\]\[18\],13.46
_04495_,13.44
_09142_,13.44
_10356_,13.44
_13102_,13.44
u_cpu.cpuregs\[12\]\[6\],13.44
u_cpu.cpuregs\[17\]\[2\],13.44
u_cpu.cpuregs\[22\]\[0\],13.44
u_sram.mem\[18\]\[18\],13.44
u_sram.mem\[46\]\[20\],13.44
net139,13.44
net640,13.44
net2165,13.44
net3840,13.44
net727,13.425
net1024,13.425
net1885,13.425
net2087,13.425
net4802,13.425
_08655_,13.42
_13549_,13.42
_13978_,13.42
