net,length_um
u_sram.mem\[15\]\[24\],9.92
u_sram.mem\[32\]\[19\],9.92
u_sram.w_data_r\[2\],9.92
net1715,9.92
_08754_,9.91
_01873_,9.905
_02392_,9.905
_02401_,9.905
_03997_,9.905
net557,9.905
net1821,9.905
net2253,9.905
_01802_,9.9
_01990_,9.9
_02964_,9.9
_04365_,9.9
_04856_,9.9
_08598_,9.9
_09040_,9.9
_10632_,9.9
_11989_,9.9
_13582_,9.9
_13947_,9.9
u_cpu.cpuregs\[20\]\[21\],9.9
u_sram.mem\[18\]\[19\],9.9
u_sram.mem\[32\]\[8\],9.9
u_sram.mem\[44\]\[29\],9.9
u_sram.mem\[46\]\[21\],9.9
u_sram.mem\[50\]\[3\],9.9
u_sram.mem\[56\]\[4\],9.9
u_sram.mem\[59\]\[15\],9.9
u_sram.mem\[63\]\[11\],9.9
net4246,9.9
_04536_,9.895
net1956,9.89
net4672,9.89
_05036_,9.88
_07793_,9.88
_07963_,9.88
_09785_,9.88
_09919_,9.88
_11776_,9.88
_12005_,9.88
_12227_,9.88
_14190_,9.88
u_sram.mem\[19\]\[28\],9.88
u_sram.mem\[56\]\[10\],9.88
u_sram.mem\[56\]\[25\],9.88
net2437,9.88
net2987,9.88
net3325,9.88
_00295_,9.87
_00553_,9.865
_01953_,9.865
_02228_,9.865
_02038_,9.86
_04047_,9.86
_04144_,9.86
_04647_,9.86
_05687_,9.86
_06612_,9.86
_07833_,9.86
_08799_,9.86
_08933_,9.86
_10032_,9.86
_10824_,9.86
_11680_,9.86
_13261_,9.86
_13807_,9.86
_14393_,9.86
_14428_,9.86
u_sram.mem\[11\]\[20\],9.86
u_sram.mem\[33\]\[28\],9.86
u_sram.mem\[52\]\[11\],9.86
u_sram.mem\[7\]\[7\],9.86
u_uart.w_byte\[5\],9.86
net40,9.86
net121,9.86
net245,9.86
net256,9.86
net517,9.86
net2021,9.86
net2653,9.86
net2927,9.86
net3775,9.86
net4336,9.86
_02118_,9.855
_08617_,9.855
_11766_,9.85
_03394_,9.84
_05291_,9.84
_08289_,9.84
_08584_,9.84
_08764_,9.84
_14138_,9.84
cpu_mem_wdata\[23\],9.84
u_cpu.cpuregs\[29\]\[29\],9.84
u_sram.mem\[14\]\[14\],9.84
_07593_,9.835
net4651,9.835
_00501_,9.825
_01648_,9.825
_04638_,9.82
_05521_,9.82
_05859_,9.82
_06210_,9.82
_06703_,9.82
_06817_,9.82
_09209_,9.82
_09285_,9.82
_11868_,9.82
_12117_,9.82
_12929_,9.82
_13016_,9.82
_13576_,9.82
_13711_,9.82
_13989_,9.82
_14087_,9.82
u_cpu.cpuregs\[14\]\[2\],9.82
u_cpu.cpuregs\[6\]\[20\],9.82
u_cpu.reg_out\[11\],9.82
u_sram.mem\[0\]\[19\],9.82
u_sram.mem\[2\]\[4\],9.82
u_sram.mem\[8\]\[29\],9.82
net1387,9.82
net1725,9.82
net1908,9.82
net2946,9.82
net2974,9.82
net2988,9.82
net3233,9.82
net3553,9.82
net4043,9.82
net4055,9.82
net4670,9.82
net4922,9.82
_09065_,9.815
net1144,9.815
_03641_,9.805
_11630_,9.8
_14171_,9.8
u_cpu.cpuregs\[22\]\[7\],9.8
u_cpu.cpuregs\[28\]\[29\],9.8
u_cpu.cpuregs\[3\]\[17\],9.8
u_interconnect.m_axi_awaddr\[26\],9.8
u_sram.mem\[12\]\[25\],9.8
u_sram.mem\[30\]\[26\],9.8
u_sram.mem\[32\]\[29\],9.8
u_sram.mem\[37\]\[15\],9.8
u_sram.mem\[57\]\[12\],9.8
u_sram.mem\[6\]\[26\],9.8
_00698_,9.785
_01207_,9.785
_02545_,9.785
_03487_,9.785
net3688,9.785
net4588,9.785
_06933_,9.78
_08601_,9.78
_09481_,9.78
_09703_,9.78
_10099_,9.78
_11653_,9.78
_11685_,9.78
_11949_,9.78
u_cpu.cpuregs\[29\]\[7\],9.78
net1812,9.78
net2597,9.78
_06342_,9.77
_10804_,9.77
_01166_,9.76
_02189_,9.76
_03469_,9.76
_07658_,9.76
_10937_,9.76
_11174_,9.76
_12019_,9.76
u_sram.mem\[13\]\[29\],9.76
u_sram.mem\[34\]\[26\],9.76
net118,9.76
net814,9.76
net966,9.76
net2186,9.76
net2523,9.76
net4637,9.76
net4730,9.76
net4794,9.76
_01009_,9.745
net1649,9.745
_04660_,9.74
_04738_,9.74
_05256_,9.74
_06033_,9.74
_06700_,9.74
_09048_,9.74
_10496_,9.74
_10869_,9.74
_11836_,9.74
_12161_,9.74
_13975_,9.74
u_sram.mem\[19\]\[30\],9.74
u_sram.mem\[45\]\[1\],9.74
net278,9.74
net1178,9.74
net2346,9.74
net3529,9.74
net3871,9.74
_00570_,9.725
_01227_,9.725
_02904_,9.72
_04974_,9.72
_05020_,9.72
_06977_,9.72
_09535_,9.72
_09736_,9.72
u_cpu.cpuregs\[0\]\[7\],9.72
u_sram.mem\[40\]\[0\],9.72
u_sram.mem\[41\]\[24\],9.72
u_sram.mem\[51\]\[9\],9.72
net538,9.72
net1017,9.72
net2191,9.72
net2230,9.72
net3072,9.72
net3556,9.72
net3862,9.72
net3904,9.72
_08710_,9.715
u_sram.mem\[2\]\[13\],9.705
net208,9.705
net491,9.705
net1370,9.705
net1676,9.705
net4147,9.705
net4390,9.705
net4418,9.705
net4556,9.705
net4558,9.705
net4686,9.705
net4701,9.705
_04408_,9.7
_04527_,9.7
_06556_,9.7
_07903_,9.7
_08073_,9.7
_08192_,9.7
_09240_,9.7
_13359_,9.7
u_cpu.cpuregs\[11\]\[13\],9.7
u_cpu.cpuregs\[3\]\[16\],9.7
u_cpu.cpuregs\[9\]\[3\],9.7
u_sram.mem\[16\]\[23\],9.7
u_sram.mem\[46\]\[13\],9.7
u_sram.mem\[60\]\[10\],9.7
u_uart.u_tx.state\[2\],9.7
net167,9.7
net911,9.7
net1231,9.7
net2054,9.7
net3782,9.7
net5117,9.7
_00877_,9.685
_01239_,9.685
_02760_,9.685
net236,9.685
net735,9.685
net811,9.685
net1143,9.685
net1787,9.685
net3105,9.685
net3779,9.685
_05079_,9.68
_10707_,9.68
_10838_,9.68
_11009_,9.68
_12171_,9.68
_12253_,9.68
u_cpu.instr_fence,9.68
u_sram.mem\[33\]\[24\],9.68
u_sram.mem\[56\]\[29\],9.68
net2204,9.68
net2360,9.68
net3266,9.68
u_cpu.alu_out\[14\],9.675
_08229_,9.67
_02117_,9.665
_02655_,9.665
_00341_,9.66
_04889_,9.66
_10517_,9.66
_11149_,9.66
_13138_,9.66
_13178_,9.66
_13531_,9.66
u_sram.mem\[6\]\[11\],9.66
net303,9.66
net1052,9.66
net1714,9.66
net2039,9.66
net2081,9.66
net2140,9.66
net2342,9.66
net2414,9.66
net2985,9.66
net3027,9.66
net3046,9.66
net3781,9.66
u_cpu.cpuregs\[6\]\[16\],9.65
_00575_,9.645
net850,9.645
net1105,9.645
net2570,9.645
net4076,9.645
_05786_,9.64
_05937_,9.64
_06443_,9.64
_08078_,9.64
_09587_,9.64
_09672_,9.64
_11274_,9.64
_11396_,9.64
net462,9.64
net532,9.64
net4120,9.64
_03819_,9.635
_00294_,9.63
_05568_,9.62
_06442_,9.62
_06988_,9.62
_10988_,9.62
_11794_,9.62
_12192_,9.62
_13163_,9.62
_14191_,9.62
u_uart.u_rx.shift_reg\[4\],9.62
net61,9.62
net1208,9.62
net1272,9.62
net1521,9.62
net2910,9.62
_02535_,9.605
net807,9.605
_05985_,9.6
_10360_,9.6
_11451_,9.6
_13330_,9.6
_14363_,9.6
net3549,9.6
net3664,9.6
net4652,9.6
_06813_,9.59
net124,9.585
net708,9.585
net1425,9.585
net1509,9.585
net1627,9.585
net1907,9.585
net2000,9.585
net2817,9.585
_03133_,9.58
_06814_,9.58
_08150_,9.58
_08410_,9.58
_08820_,9.58
_13782_,9.58
_14103_,9.58
u_cpu.cpuregs\[21\]\[23\],9.58
u_cpu.cpuregs\[25\]\[17\],9.58
u_cpu.cpuregs\[8\]\[29\],9.58
u_sram.mem\[3\]\[8\],9.58
u_sram.mem\[42\]\[15\],9.58
u_sram.mem\[43\]\[18\],9.58
net2642,9.58
_01075_,9.565
net212,9.565
net1027,9.565
net1168,9.565
net1363,9.565
net1480,9.565
net3736,9.565
_05977_,9.56
_12177_,9.56
_13071_,9.56
u_sram.mem\[56\]\[24\],9.56
_01847_,9.545
_02354_,9.545
_00073_,9.54
_04895_,9.54
_05033_,9.54
_05948_,9.54
_10163_,9.54
_11198_,9.54
_13076_,9.54
_13521_,9.54
u_cpu.cpuregs\[4\]\[5\],9.54
net1619,9.54
net1880,9.54
net2829,9.54
net3100,9.54
net3189,9.54
net4639,9.54
_01215_,9.525
net635,9.525
_00152_,9.52
_01338_,9.52
_06462_,9.52
_06844_,9.52
_07927_,9.52
_08842_,9.52
_09579_,9.52
_11258_,9.52
_11380_,9.52
_12918_,9.52
_14557_,9.52
u_cpu.cpuregs\[5\]\[4\],9.52
u_cpu.cpuregs\[7\]\[3\],9.52
u_sram.mem\[15\]\[31\],9.52
u_sram.mem\[28\]\[30\],9.52
u_sram.mem\[44\]\[10\],9.52
net13,9.52
net570,9.52
net756,9.52
net882,9.52
net1110,9.52
net1137,9.52
net1886,9.52
net2075,9.52
net2101,9.52
net2329,9.52
net2390,9.52
net2428,9.52
net2509,9.52
net3355,9.52
net3689,9.52
net4057,9.52
net4809,9.52
net5002,9.52
net5044,9.52
_05589_,9.51
net2174,9.505
_06238_,9.5
_11409_,9.5
_12091_,9.5
_13994_,9.5
_14386_,9.5
cpu_mem_wdata\[20\],9.5
u_cpu.cpuregs\[10\]\[8\],9.5
u_sram.mem\[28\]\[14\],9.5
u_sram.mem\[37\]\[17\],9.5
net93,9.5
net211,9.5
net1345,9.5
net1414,9.5
net1612,9.5
net4038,9.5
net4384,9.5
net4574,9.5
_01358_,9.485
_02002_,9.485
_03825_,9.485
_01178_,9.48
_04205_,9.48
_04485_,9.48
_04680_,9.48
_06473_,9.48
_06951_,9.48
_08420_,9.48
_09306_,9.48
_09746_,9.48
_10147_,9.48
_10157_,9.48
_10397_,9.48
_11994_,9.48
u_cpu.cpuregs\[15\]\[24\],9.48
u_cpu.cpuregs\[23\]\[8\],9.48
u_cpu.cpuregs\[24\]\[8\],9.48
u_cpu.cpuregs\[25\]\[28\],9.48
u_sram.mem\[10\]\[22\],9.48
u_sram.mem\[18\]\[26\],9.48
u_sram.mem\[22\]\[17\],9.48
u_sram.mem\[23\]\[24\],9.48
u_sram.mem\[38\]\[10\],9.48
u_sram.mem\[38\]\[20\],9.48
u_sram.mem\[3\]\[4\],9.48
u_sram.mem\[49\]\[6\],9.48
u_sram.mem\[55\]\[9\],9.48
net881,9.48
net1761,9.48
net2443,9.48
net3516,9.48
net3609,9.48
net3769,9.48
_00817_,9.46
_01167_,9.46
_02564_,9.46
_03419_,9.46
_06395_,9.46
_08148_,9.46
_08242_,9.46
u_cpu.cpuregs\[12\]\[17\],9.46
net1104,9.46
_07338_,9.455
_01558_,9.445
_03543_,9.445
net1004,9.445
net1033,9.445
net1130,9.445
net1408,9.445
net1791,9.445
net4201,9.445
net4656,9.445
_04149_,9.44
_04281_,9.44
_04382_,9.44
_04523_,9.44
_05623_,9.44
_07909_,9.44
_13064_,9.44
u_interconnect.m_axi_araddr\[8\],9.44
u_sram.mem\[0\]\[4\],9.44
u_sram.mem\[17\]\[1\],9.44
u_sram.mem\[32\]\[18\],9.44
u_sram.mem\[46\]\[3\],9.44
u_sram.mem\[61\]\[13\],9.44
_07883_,9.42
_07949_,9.42
_10198_,9.42
_11947_,9.42
_14274_,9.42
u_sram.mem\[18\]\[30\],9.42
u_sram.mem\[26\]\[22\],9.42
net667,9.42
net4305,9.42
_00446_,9.405
_00563_,9.405
net156,9.405
net616,9.405
net1037,9.405
net1298,9.405
net2076,9.405
net4066,9.405
net4104,9.405
_00781_,9.4
_01323_,9.4
_03806_,9.4
_07619_,9.4
_08501_,9.4
_10083_,9.4
_10987_,9.4
_13356_,9.4
_13670_,9.4
_14079_,9.4
u_interconnect.m_axi_araddr\[18\],9.4
u_sram.mem\[29\]\[4\],9.4
u_sram.mem\[49\]\[30\],9.4
u_sram.mem\[52\]\[19\],9.4
u_sram.mem\[52\]\[3\],9.4
u_sram.mem\[57\]\[31\],9.4
net447,9.4
net1360,9.4
net1709,9.4
net2753,9.4
net2972,9.4
net3177,9.4
net3339,9.4
net3550,9.4
net3843,9.4
net4152,9.4
net4163,9.4
net4696,9.4
net5049,9.4
_02783_,9.38
_03032_,9.38
_04045_,9.38
_06407_,9.38
_06780_,9.38
_06827_,9.38
_08127_,9.38
_08881_,9.38
_08951_,9.38
u_sram.mem\[25\]\[15\],9.38
u_sram.mem\[32\]\[10\],9.38
u_sram.mem\[32\]\[31\],9.38
u_uart.u_rx.shift_reg\[0\],9.38
net847,9.38
net1229,9.38
_00038_,9.365
_01353_,9.365
_02770_,9.365
_01628_,9.36
_04431_,9.36
_07062_,9.36
_07941_,9.36
_08386_,9.36
_09222_,9.36
_09438_,9.36
_10245_,9.36
_11718_,9.36
_11739_,9.36
_11833_,9.36
_11859_,9.36
_13329_,9.36
u_cpu.cpuregs\[1\]\[8\],9.36
u_cpu.cpuregs\[21\]\[25\],9.36
u_cpu.cpuregs\[27\]\[23\],9.36
u_cpu.cpuregs\[7\]\[28\],9.36
u_sram.mem\[38\]\[8\],9.36
u_sram.mem\[39\]\[2\],9.36
u_sram.mem\[39\]\[9\],9.36
u_sram.mem\[42\]\[18\],9.36
u_sram.mem\[61\]\[3\],9.36
u_sram.mem\[6\]\[23\],9.36
net232,9.36
net418,9.36
net485,9.36
net630,9.36
net784,9.36
net1662,9.36
net1677,9.36
net1736,9.36
net2696,9.36
net2896,9.36
net3481,9.36
net3502,9.36
net3546,9.36
_04010_,9.355
_04424_,9.34
_06023_,9.34
_06370_,9.34
_06566_,9.34
_07350_,9.34
_11747_,9.34
_11932_,9.34
_14299_,9.34
u_cpu.cpuregs\[31\]\[2\],9.34
u_sram.mem\[2\]\[26\],9.34
u_sram.mem\[34\]\[23\],9.34
u_sram.mem\[45\]\[10\],9.34
u_sram.mem\[55\]\[25\],9.34
_01288_,9.325
_02312_,9.325
net1615,9.325
_00906_,9.32
_04955_,9.32
_05210_,9.32
_08495_,9.32
_08796_,9.32
_10015_,9.32
_11438_,9.32
_11731_,9.32
_12912_,9.32
u_cpu.cpuregs\[21\]\[10\],9.32
u_sram.mem\[36\]\[29\],9.32
u_sram.mem\[40\]\[26\],9.32
net9,9.32
net854,9.32
_01839_,9.3
_04872_,9.3
_05507_,9.3
_06290_,9.3
_09964_,9.3
_11102_,9.3
_13169_,9.3
_14309_,9.3
u_sram.mem\[13\]\[7\],9.3
u_sram.mem\[2\]\[21\],9.3
u_sram.mem\[32\]\[0\],9.3
net108,9.3
net150,9.3
net563,9.3
net723,9.3
net1019,9.3
net1068,9.3
net1245,9.3
net1279,9.3
net1465,9.3
net1790,9.3
net1920,9.3
net2226,9.3
net2267,9.3
net2286,9.3
net2436,9.3
net2934,9.3
net3209,9.3
net3400,9.3
net3528,9.3
_03432_,9.295
_00204_,9.29
net906,9.285
net940,9.285
net964,9.285
net983,9.285
net1411,9.285
_06286_,9.28
_10980_,9.28
_14014_,9.28
u_cpu.cpuregs\[19\]\[12\],9.28
u_cpu.cpuregs\[26\]\[10\],9.28
u_sram.mem\[39\]\[21\],9.28
u_sram.mem\[50\]\[17\],9.28
net383,9.28
net3741,9.28
net3745,9.28
net5061,9.28
net5162,9.28
_13172_,9.275
_00537_,9.26
_06344_,9.26
_09467_,9.26
_11225_,9.26
u_cpu.cpuregs\[30\]\[7\],9.26
u_sram.mem\[14\]\[0\],9.26
u_sram.mem\[40\]\[16\],9.26
net495,9.26
net508,9.26
net1597,9.26
net1722,9.26
net2026,9.26
net2122,9.26
net2686,9.26
net3099,9.26
net3115,9.26
net3180,9.26
net3393,9.26
net3660,9.26
_00380_,9.25
net55,9.245
net202,9.245
net328,9.245
net436,9.245
net474,9.245
net908,9.245
net946,9.245
net1092,9.245
net1117,9.245
net1445,9.245
net1467,9.245
net1478,9.245
net1517,9.245
net1569,9.245
net2209,9.245
net2442,9.245
net2508,9.245
net2671,9.245
net2682,9.245
net2997,9.245
net3293,9.245
net3422,9.245
net3669,9.245
net3908,9.245
net3989,9.245
net4003,9.245
net4044,9.245
net4183,9.245
net4214,9.245
net4218,9.245
net4295,9.245
net4353,9.245
net4362,9.245
net4411,9.245
net4513,9.245
net4530,9.245
net4590,9.245
net4608,9.245
net4681,9.245
net4793,9.245
net5079,9.245
_05506_,9.24
_08184_,9.24
_08721_,9.24
_08987_,9.24
_12081_,9.24
_13151_,9.24
u_cpu.cpuregs\[27\]\[26\],9.24
u_cpu.cpuregs\[29\]\[0\],9.24
u_interconnect.rd_sel_r\[2\],9.24
u_sram.mem\[12\]\[29\],9.24
net2967,9.24
_00163_,9.23
_00535_,9.225
_01486_,9.225
_02003_,9.225
_02838_,9.225
net86,9.225
net428,9.225
net901,9.225
net949,9.225
net1797,9.225
net2887,9.225
_07792_,9.22
_10884_,9.22
_11054_,9.22
_11194_,9.22
_11916_,9.22
u_cpu.cpuregs\[9\]\[4\],9.22
net588,9.22
_01376_,9.205
_03222_,9.205
_00186_,9.2
_11245_,9.2
_11366_,9.2
_14421_,9.2
u_sram.mem\[37\]\[28\],9.2
net1285,9.2
net2170,9.2
net2759,9.2
net2870,9.2
net3040,9.2
net3053,9.2
net3066,9.2
net3079,9.2
net3159,9.2
net3378,9.2
net3680,9.2
net4070,9.2
net4718,9.2
_06111_,9.19
_03585_,9.185
net684,9.185
net2085,9.185
net2100,9.185
net3533,9.185
net4515,9.185
_00195_,9.18
_06887_,9.18
_07813_,9.18
_08989_,9.18
_13080_,9.18
b_state\[1\],9.18
net511,9.18
net1435,9.18
net2036,9.18
net2277,9.18
net2693,9.18
net2827,9.18
net2857,9.18
net4759,9.17
net671,9.165
_06622_,9.16
_06684_,9.16
_09843_,9.16
_10242_,9.16
_11652_,9.16
_11750_,9.16
_13631_,9.16
u_cpu.cpuregs\[15\]\[15\],9.16
u_cpu.cpuregs\[3\]\[31\],9.16
u_sram.mem\[48\]\[28\],9.16
u_uart.rx_data_raw\[1\],9.16
net154,9.16
net306,9.16
net670,9.16
net1182,9.16
net1808,9.16
net4933,9.16
net2511,9.145
_01435_,9.14
_07689_,9.14
_08095_,9.14
_09075_,9.14
_10944_,9.14
_11936_,9.14
u_sram.mem\[39\]\[28\],9.14
u_sram.mem\[8\]\[30\],9.14
net1188,9.14
net1368,9.14
net2145,9.14
net2578,9.14
net3049,9.14
net4039,9.14
_00315_,9.13
_01203_,9.125
_01697_,9.125
_06243_,9.12
_06508_,9.12
_08960_,9.12
_10349_,9.12
_13292_,9.12
_13889_,9.12
_14415_,9.12
u_cpu.cpuregs\[14\]\[30\],9.12
u_cpu.cpuregs\[2\]\[3\],9.12
u_sram.mem\[13\]\[5\],9.12
u_sram.mem\[41\]\[11\],9.12
u_sram.mem\[44\]\[23\],9.12
net5107,9.11
_00645_,9.105
_02114_,9.105
_02612_,9.105
net4026,9.105
_00179_,9.1
_07092_,9.1
_08745_,9.1
_10203_,9.1
net1720,9.1
_00729_,9.08
_00806_,9.08
_01783_,9.08
_04571_,9.08
_04788_,9.08
_08643_,9.08
_09718_,9.08
_09977_,9.08
_11282_,9.08
_11975_,9.08
_12118_,9.08
_13201_,9.08
_13354_,9.08
_13471_,9.08
_13806_,9.08
u_cpu.mem_rdata_q\[1\],9.08
u_sram.mem\[41\]\[3\],9.08
u_sram.mem\[7\]\[15\],9.08
net238,9.08
net1278,9.08
_00655_,9.065
_03456_,9.065
_03460_,9.065
_03623_,9.065
net432,9.065
net1541,9.065
net1753,9.065
_00818_,9.06
_01039_,9.06
_01332_,9.06
_01757_,9.06
_02896_,9.06
_03892_,9.06
_04012_,9.06
_04794_,9.06
_05255_,9.06
_08083_,9.06
_10206_,9.06
_11869_,9.06
_13362_,9.06
_14029_,9.06
u_cpu.count_cycle\[19\],9.06
u_sram.mem\[0\]\[27\],9.06
u_sram.mem\[61\]\[6\],9.06
u_sram.mem\[9\]\[13\],9.06
u_sram.mem\[9\]\[9\],9.06
net30,9.06
net193,9.06
net377,9.06
net479,9.06
net704,9.06
net729,9.06
net1185,9.06
net1854,9.06
net2321,9.06
net2419,9.06
net3573,9.06
net4705,9.06
net4811,9.06
_10560_,9.05
_02871_,9.045
_05439_,9.04
_06389_,9.04
_06430_,9.04
_08068_,9.04
_08569_,9.04
_08685_,9.04
_09886_,9.04
_12069_,9.04
_13447_,9.04
_14319_,9.04
u_sram.mem\[36\]\[18\],9.04
net204,9.04
net1269,9.04
net2793,9.04
net4913,9.04
net4785,9.035
_00247_,9.03
_00310_,9.03
_01102_,9.025
_01345_,9.025
_00420_,9.02
_00840_,9.02
_01633_,9.02
_01742_,9.02
_02110_,9.02
_03070_,9.02
_03073_,9.02
_04435_,9.02
_04629_,9.02
_05950_,9.02
_06064_,9.02
_08503_,9.02
_09810_,9.02
_10365_,9.02
_10424_,9.02
_13679_,9.02
u_cpu.cpuregs\[22\]\[12\],9.02
u_cpu.cpuregs\[9\]\[26\],9.02
u_interconnect.m_axi_araddr\[14\],9.02
u_sram.mem\[11\]\[26\],9.02
u_sram.mem\[22\]\[8\],9.02
u_sram.mem\[29\]\[3\],9.02
u_sram.mem\[44\]\[2\],9.02
u_sram.mem\[45\]\[12\],9.02
u_sram.mem\[46\]\[2\],9.02
u_sram.mem\[48\]\[16\],9.02
u_sram.mem\[48\]\[23\],9.02
u_sram.mem\[50\]\[15\],9.02
u_sram.mem\[52\]\[6\],9.02
u_sram.mem\[55\]\[23\],9.02
u_sram.mem\[57\]\[15\],9.02
u_sram.mem\[9\]\[3\],9.02
net1166,9.02
net2504,9.02
net2856,9.02
_06582_,9.015
net1380,9.005
_04266_,9
_05706_,9
_05912_,9
_07712_,9
_11014_,9
_03648_,8.995
_05650_,8.99
_00884_,8.985
_01190_,8.985
_01262_,8.985
_01571_,8.985
_01715_,8.985
_02626_,8.985
_02757_,8.985
net1277,8.985
net3205,8.985
net3376,8.985
_01010_,8.98
_03827_,8.98
_04504_,8.98
_05087_,8.98
_05756_,8.98
_08189_,8.98
_08286_,8.98
_08291_,8.98
_08597_,8.98
_12234_,8.98
_14120_,8.98
u_interconnect.m_axi_araddr\[16\],8.98
u_sram.mem\[11\]\[31\],8.98
u_sram.mem\[30\]\[11\],8.98
u_sram.mem\[49\]\[31\],8.98
u_sram.mem\[52\]\[26\],8.98
u_sram.mem\[1\]\[19\],8.965
_04324_,8.96
_04521_,8.96
_07841_,8.96
_08135_,8.96
_10002_,8.96
_10575_,8.96
_13187_,8.96
uart_tx,8.96
net3078,8.96
_00459_,8.945
_00636_,8.945
_00716_,8.945
_00954_,8.945
net1234,8.945
net1421,8.945
net1601,8.945
net3756,8.945
_00831_,8.94
_04107_,8.94
_04863_,8.94
_06141_,8.94
_06833_,8.94
_07322_,8.94
_08840_,8.94
_08889_,8.94
_10186_,8.94
_13720_,8.94
_14198_,8.94
u_cpu.reg_next_pc\[16\],8.94
u_sram.mem\[10\]\[3\],8.94
net21,8.94
net363,8.94
net1085,8.94
net1519,8.94
net2074,8.94
net2323,8.94
net2446,8.94
net2849,8.94
net3473,8.94
net3796,8.94
net4359,8.94
net5138,8.94
net832,8.935
_08226_,8.93
_12977_,8.93
_03885_,8.92
_04265_,8.92
_04994_,8.92
_05205_,8.92
_06094_,8.92
_06303_,8.92
_06847_,8.92
_07110_,8.92
_09151_,8.92
_09207_,8.92
u_sram.mem\[12\]\[9\],8.92
u_sram.mem\[29\]\[26\],8.92
u_sram.mem\[34\]\[17\],8.92
u_sram.mem\[42\]\[30\],8.92
u_sram.mem\[42\]\[3\],8.92
net2596,8.92
net4421,8.92
_13110_,8.915
_04771_,8.905
net4166,8.905
_05075_,8.9
_05227_,8.9
_06232_,8.9
_06659_,8.9
_06950_,8.9
_07606_,8.9
_08492_,8.9
_08558_,8.9
_08891_,8.9
_09124_,8.9
_09506_,8.9
_10353_,8.9
_10471_,8.9
_10554_,8.9
cpu_mem_wdata\[24\],8.9
u_cpu.cpuregs\[27\]\[14\],8.9
u_sram.mem\[23\]\[5\],8.9
u_sram.mem\[25\]\[0\],8.9
u_sram.mem\[36\]\[13\],8.9
u_sram.mem\[39\]\[27\],8.9
u_sram.mem\[41\]\[4\],8.9
u_sram.mem\[45\]\[9\],8.9
u_sram.mem\[61\]\[14\],8.9
net22,8.9
net32,8.9
net293,8.9
net374,8.9
net698,8.9
net1424,8.9
net3160,8.9
net3234,8.9
net3620,8.9
net3704,8.9
_03276_,8.895
_00849_,8.885
_01287_,8.885
_05094_,8.88
_13714_,8.88
u_sram.mem\[18\]\[21\],8.88
u_sram.mem\[3\]\[12\],8.88
u_sram.mem\[48\]\[0\],8.88
u_sram.mem\[4\]\[23\],8.88
u_sram.mem\[62\]\[1\],8.88
u_uart.rx_data_raw\[3\],8.88
net1896,8.88
u_sram.mem\[55\]\[15\],8.875
_00511_,8.865
_02680_,8.865
net878,8.865
net955,8.865
net1159,8.865
net2056,8.865
net4209,8.865
net5127,8.865
_04850_,8.86
_08348_,8.86
_09548_,8.86
_11203_,8.86
_12163_,8.86
_13139_,8.86
_13774_,8.86
_13885_,8.86
_14562_,8.86
u_sram.mem\[24\]\[14\],8.86
u_sram.mem\[56\]\[31\],8.86
net4606,8.86
net1386,8.85
_02373_,8.845
_02439_,8.845
_03331_,8.845
_01786_,8.84
_04498_,8.84
_05423_,8.84
_05721_,8.84
u_sram.mem\[50\]\[9\],8.84
net433,8.84
net513,8.84
net525,8.84
net540,8.84
net696,8.84
net801,8.84
net1327,8.84
net1754,8.84
net2216,8.84
net2268,8.84
net2663,8.84
net2935,8.84
net2991,8.84
net3038,8.84
net3130,8.84
net4264,8.84
net4704,8.84
net5100,8.84
_01443_,8.825
_02661_,8.825
net166,8.825
net262,8.825
net614,8.825
net666,8.825
net722,8.825
net1006,8.825
net2096,8.825
net3827,8.825
_06006_,8.82
_06781_,8.82
_07212_,8.82
_08217_,8.82
_08272_,8.82
_08285_,8.82
_09092_,8.82
_09217_,8.82
_13593_,8.82
_14284_,8.82
u_sram.mem\[32\]\[14\],8.82
u_sram.mem\[49\]\[24\],8.82
net192,8.82
net354,8.82
net556,8.82
net1290,8.82
net3211,8.82
_01446_,8.805
_04242_,8.805
_05729_,8.8
_07626_,8.8
_07919_,8.8
_08574_,8.8
_08971_,8.8
_11440_,8.8
u_cpu.cpuregs\[17\]\[18\],8.8
u_sram.mem\[19\]\[4\],8.8
u_sram.w_data_r\[1\],8.8
net510,8.8
net780,8.8
net796,8.8
net1429,8.8
net1490,8.8
net1645,8.8
net2296,8.8
net2485,8.8
net2517,8.8
net2657,8.8
net2798,8.8
_10551_,8.79
_02099_,8.785
_00837_,8.78
_04477_,8.78
_05728_,8.78
_05933_,8.78
_06475_,8.78
_06742_,8.78
_08534_,8.78
_09264_,8.78
_10148_,8.78
_12057_,8.78
_13542_,8.78
u_cpu.cpuregs\[21\]\[22\],8.78
u_sram.mem\[36\]\[15\],8.78
u_sram.mem\[45\]\[31\],8.78
net1373,8.78
net2300,8.78
u_sram.mem\[2\]\[15\],8.775
_00569_,8.765
_01449_,8.765
_02120_,8.765
_03402_,8.765
_13084_,8.765
net11,8.765
net550,8.765
net1856,8.765
net3967,8.765
net4136,8.765
net4314,8.765
_04532_,8.76
_04609_,8.76
_05186_,8.76
_09904_,8.76
_10320_,8.76
_10818_,8.76
_12938_,8.76
_13135_,8.76
_13954_,8.76
u_sram.mem\[3\]\[14\],8.76
u_sram.mem\[40\]\[3\],8.76
u_sram.mem\[4\]\[25\],8.76
net2547,8.76
net4960,8.76
